Date,Short Volume,Total Volume,ticker
2011-01-03,130585.0,294059.0,V
2011-01-04,93851.0,211282.0,V
2011-01-05,189484.0,426164.0,V
2011-01-06,193467.0,385184.0,V
2011-01-07,200421.0,332248.0,V
2011-01-10,100278.0,179410.0,V
2011-01-11,122911.0,286912.0,V
2011-01-12,68270.0,183755.0,V
2011-01-13,113771.0,311517.0,V
2011-01-14,145817.0,241073.0,V
2011-01-18,92996.0,227219.0,V
2011-01-19,267817.0,626353.0,V
2011-01-20,404937.0,996879.0,V
2011-01-21,171307.0,380273.0,V
2011-01-24,142048.0,323321.0,V
2011-01-25,218627.0,488903.0,V
2011-01-26,94018.0,189525.0,V
2011-01-27,74620.0,176759.0,V
2011-01-28,134870.0,317760.0,V
2011-01-31,118532.0,325895.0,V
2011-02-01,182254.0,445516.0,V
2011-02-02,169060.0,364631.0,V
2011-02-03,151051.0,372629.0,V
2011-02-04,223658.0,445851.0,V
2011-02-07,107585.0,297243.0,V
2011-02-08,95125.0,252088.0,V
2011-02-09,87711.0,297742.0,V
2011-02-10,115197.0,293997.0,V
2011-02-11,120574.0,227379.0,V
2011-02-14,201678.0,448605.0,V
2011-02-15,117535.0,205268.0,V
2011-02-16,196331.0,390346.0,V
2011-02-17,133772.0,263636.0,V
2011-02-18,146688.0,396282.0,V
2011-02-22,100647.0,304881.0,V
2011-02-23,95811.0,272015.0,V
2011-02-24,102653.0,231125.0,V
2011-02-25,110138.0,255937.0,V
2011-02-28,76236.0,244206.0,V
2011-03-01,147740.0,407827.0,V
2011-03-02,92254.0,216150.0,V
2011-03-03,124080.0,245241.0,V
2011-03-04,124217.0,224413.0,V
2011-03-07,78117.0,188529.0,V
2011-03-08,152628.0,496678.0,V
2011-03-09,100084.0,236958.0,V
2011-03-10,160575.0,385925.0,V
2011-03-11,96918.0,300258.0,V
2011-03-14,91539.0,219559.0,V
2011-03-15,113720.0,325387.0,V
2011-03-16,167960.0,439185.0,V
2011-03-17,65226.0,178355.0,V
2011-03-18,118054.0,307544.0,V
2011-03-21,82624.0,230443.0,V
2011-03-22,63374.0,197571.0,V
2011-03-23,48033.0,141824.0,V
2011-03-24,57428.0,196015.0,V
2011-03-25,178931.0,506288.0,V
2011-03-28,77433.0,340457.0,V
2011-03-29,86934.0,332037.0,V
2011-03-30,286497.0,820008.0,V
2011-03-31,91307.0,224305.0,V
2011-04-01,84442.0,279316.0,V
2011-04-04,80927.0,177532.0,V
2011-04-05,142994.0,303730.0,V
2011-04-06,105368.0,262980.0,V
2011-04-07,117259.0,271764.0,V
2011-04-08,150098.0,300596.0,V
2011-04-11,130730.0,301888.0,V
2011-04-12,107488.0,226312.0,V
2011-04-13,112968.0,240696.0,V
2011-04-14,92095.0,249947.0,V
2011-04-15,115733.0,262470.0,V
2011-04-18,79617.0,156319.0,V
2011-04-19,58004.0,138270.0,V
2011-04-20,81114.0,187331.0,V
2011-04-21,63693.0,130826.0,V
2011-04-25,39193.0,76411.0,V
2011-04-26,81132.0,140847.0,V
2011-04-27,35920.0,90507.0,V
2011-04-28,26725.0,148088.0,V
2011-04-29,112428.0,235529.0,V
2011-05-02,80172.0,186681.0,V
2011-05-03,124285.0,233717.0,V
2011-05-04,105527.0,217854.0,V
2011-05-05,106598.0,234671.0,V
2011-05-06,212367.0,487484.0,V
2011-05-09,114908.0,282151.0,V
2011-05-10,105066.0,281772.0,V
2011-05-11,117120.0,206097.0,V
2011-05-12,89075.0,197388.0,V
2011-05-13,134769.0,299871.0,V
2011-05-16,108403.0,236515.0,V
2011-05-17,127475.0,230933.0,V
2011-05-18,60620.0,253602.0,V
2011-05-19,103885.0,320889.0,V
2011-05-20,132674.0,433560.0,V
2011-05-23,92013.0,317698.0,V
2011-05-24,99799.0,242532.0,V
2011-05-25,109339.0,214707.0,V
2011-05-26,143863.0,294529.0,V
2011-05-27,89322.0,184764.0,V
2011-05-31,124598.0,206329.0,V
2011-06-01,143192.0,338669.0,V
2011-06-02,82323.0,375999.0,V
2011-06-03,111695.0,252000.0,V
2011-06-06,96192.0,199418.0,V
2011-06-07,218109.0,490885.0,V
2011-06-08,559821.0,894843.0,V
2011-06-09,120939.0,321208.0,V
2011-06-10,159428.0,349105.0,V
2011-06-13,75134.0,227964.0,V
2011-06-14,92219.0,343171.0,V
2011-06-15,84223.0,239262.0,V
2011-06-16,144044.0,285822.0,V
2011-06-17,174038.0,365988.0,V
2011-06-20,122153.0,417807.0,V
