seqNo,ticker,date,open,high,low,close,ex_dividend,split_ratio,adj_open,adj_high,adj_low,adj_close,adj_volume
45,COST,2014-10-28,130.97,131.5,130.16,131.06,0.0,1.0,122.59,123.08,121.83,122.67,1439800
46,COST,2014-10-27,129.24,131.26,129.24,130.92,0.0,1.0,120.97,122.86,120.97,122.54,1629582
47,COST,2014-10-24,128.58,130.54,128.56,130.44,0.0,1.0,120.35,122.19,120.33,122.09,2490256
48,COST,2014-10-23,131.03,131.48,130.35,130.59,0.0,1.0,122.64,123.07,122.01,122.23,1763755
49,COST,2014-10-22,130.56,131.59,130.32,130.54,0.0,1.0,122.2,123.17,121.98,122.19,1879960
50,COST,2014-10-21,128.94,130.65,128.17,130.28,0.0,1.0,120.69,122.29,119.97,121.94,2105624
51,COST,2014-10-20,124.83,128.87,124.65,128.42,0.0,1.0,116.84,120.62,116.67,120.2,3506170
52,COST,2014-10-17,123.77,125.75,123.18,124.65,0.0,1.0,115.85,117.7,115.3,116.67,3199186
53,COST,2014-10-16,122.68,123.85,122.05,122.95,0.0,1.0,114.83,115.92,114.24,115.08,3543012
54,COST,2014-10-15,125.1,125.7,123.28,124.3,0.0,1.0,117.09,117.66,115.39,116.35,3784798
55,COST,2014-10-14,127.5,127.98,125.27,126.25,0.0,1.0,119.34,119.79,117.25,118.17,4003560
56,COST,2014-10-13,128.57,128.85,126.89,126.97,0.0,1.0,120.34,120.6,118.77,118.84,2446184
57,COST,2014-10-10,128.26,131.41,128.26,128.9,0.0,1.0,120.05,123.0,120.05,120.65,3353581
58,COST,2014-10-09,128.22,130.74,128.19,128.41,0.0,1.0,120.01,122.37,119.99,120.19,2963699
59,COST,2014-10-08,128.2,128.95,127.16,128.73,0.0,1.0,120.0,120.7,119.02,120.49,4266976
60,COST,2014-10-07,125.35,125.83,124.75,125.27,0.0,1.0,117.33,117.78,116.77,117.25,2335221
61,COST,2014-10-06,127.56,127.67,125.93,126.21,0.0,1.0,119.4,119.5,117.87,118.13,1907467
62,COST,2014-10-03,126.2,127.65,126.01,127.09,0.0,1.0,118.12,119.48,117.95,118.96,1770671
63,COST,2014-10-02,124.99,126.21,124.82,125.79,0.0,1.0,116.99,118.13,116.83,117.74,1545842
64,COST,2014-10-01,125.25,125.68,124.45,124.76,0.0,1.0,117.23,117.64,116.49,116.78,1411317
65,COST,2014-09-30,124.86,125.6,124.77,125.32,0.0,1.0,116.87,117.56,116.79,117.3,1666455
66,COST,2014-09-29,125.03,125.6,124.78,125.32,0.0,1.0,117.03,117.56,116.79,117.3,1170981
67,COST,2014-09-26,125.41,125.67,124.38,125.54,0.0,1.0,117.38,117.63,116.42,117.51,2045330
68,COST,2014-09-25,127.45,127.55,125.6,125.66,0.0,1.0,119.29,119.39,117.56,117.62,1817137
69,COST,2014-09-24,126.09,127.78,125.58,127.62,0.0,1.0,118.02,119.6,117.54,119.45,2073622
70,COST,2014-09-23,125.96,125.99,125.21,125.51,0.0,1.0,117.9,117.93,117.2,117.48,1563100
71,COST,2014-09-22,126.37,126.5,125.58,125.83,0.0,1.0,118.28,118.4,117.54,117.78,1453700
72,COST,2014-09-19,127.29,127.29,126.47,126.5,0.0,1.0,119.14,119.14,118.38,118.4,3018500
73,COST,2014-09-18,126.21,126.8,125.96,126.48,0.0,1.0,118.13,118.69,117.9,118.39,1401500
74,COST,2014-09-17,126.03,126.56,125.67,126.01,0.0,1.0,117.96,118.46,117.63,117.95,1594000
75,COST,2014-09-16,125.6,126.79,125.52,126.43,0.0,1.0,117.56,118.68,117.49,118.34,1684400
76,COST,2014-09-15,125.57,126.53,125.45,125.71,0.0,1.0,117.53,118.43,117.42,117.67,1615300
77,COST,2014-09-12,126.25,126.25,125.02,125.37,0.0,1.0,118.17,118.17,117.02,117.35,1598300
78,COST,2014-09-11,126.16,126.53,125.64,125.94,0.0,1.0,118.09,118.43,117.6,117.88,1511200
79,COST,2014-09-10,126.31,126.49,125.87,126.17,0.0,1.0,118.23,118.4,117.81,118.1,1014900
80,COST,2014-09-09,126.14,126.49,125.74,126.11,0.0,1.0,118.07,118.4,117.69,118.04,1500500
81,COST,2014-09-08,127.05,127.32,126.26,126.6,0.0,1.0,118.92,119.17,118.18,118.5,2057400
82,COST,2014-09-05,125.04,127.03,124.71,127.01,0.0,1.0,117.04,118.9,116.73,118.88,2910600
83,COST,2014-09-04,123.0,125.17,122.56,125.15,0.0,1.0,115.13,117.16,114.72,117.14,4440300
84,COST,2014-09-03,121.7,121.94,121.11,121.35,0.0,1.0,113.91,114.14,113.36,113.58,1901000
85,COST,2014-09-02,121.0,121.63,120.9,121.56,0.0,1.0,113.26,113.85,113.16,113.78,1469900
86,COST,2014-08-29,121.68,121.68,120.58,121.08,0.0,1.0,113.89,113.89,112.86,113.33,1047300
87,COST,2014-08-28,121.01,121.25,120.7,120.97,0.0,1.0,113.27,113.49,112.98,113.23,799400
88,COST,2014-08-27,121.58,121.58,120.83,121.24,0.0,1.0,113.8,113.8,113.1,113.48,1028200
89,COST,2014-08-26,121.43,121.59,120.86,121.09,0.0,1.0,113.66,113.81,113.13,113.34,1385400
90,COST,2014-08-25,121.79,122.0,121.12,121.39,0.0,1.0,114.0,114.19,113.37,113.62,1097300
91,COST,2014-08-22,121.9,122.06,121.15,121.29,0.0,1.0,114.1,114.25,113.4,113.53,1401400
92,COST,2014-08-21,120.79,121.88,120.72,121.62,0.0,1.0,113.06,114.08,112.99,113.84,1544300
93,COST,2014-08-20,120.45,121.23,120.09,120.91,0.0,1.0,112.74,113.47,112.4,113.17,1287200
94,COST,2014-08-19,119.38,120.75,119.24,120.61,0.0,1.0,111.74,113.02,111.61,112.89,1708900
95,COST,2014-08-18,119.0,119.68,118.95,119.46,0.0,1.0,111.38,112.02,111.34,111.82,1232900
96,COST,2014-08-15,119.91,119.95,117.78,118.57,0.0,1.0,112.24,112.27,110.24,110.98,2019900
97,COST,2014-08-14,118.51,119.27,118.31,119.26,0.0,1.0,110.93,111.64,110.74,111.63,1067900
98,COST,2014-08-13,119.0,119.1,118.25,118.64,0.0,1.0,111.38,111.48,110.68,111.05,1449700
99,COST,2014-08-12,118.77,119.27,118.55,119.01,0.0,1.0,111.17,111.64,110.96,111.39,1082100
100,COST,2014-08-11,119.4,119.51,118.7,119.18,0.0,1.0,111.76,111.86,111.1,111.55,1227600
101,COST,2014-08-08,117.96,119.4,117.81,119.16,0.0,1.0,110.41,111.76,110.27,111.53,2319900
102,COST,2014-08-07,118.22,119.0,117.47,117.8,0.0,1.0,110.65,111.38,109.95,110.26,2698200
103,COST,2014-08-06,117.95,119.97,117.8,119.59,0.0,1.0,110.4,112.29,110.26,111.94,2859800
104,COST,2014-08-05,117.5,118.2,117.29,118.05,0.0,1.0,109.98,110.64,109.78,110.5,1798600
105,COST,2014-08-04,117.55,118.38,117.11,118.15,0.0,1.0,110.03,110.8,109.62,110.59,1683800
106,COST,2014-08-01,117.8,118.33,117.46,117.88,0.0,1.0,110.26,110.76,109.94,110.34,2089500
107,COST,2014-07-31,117.54,118.34,117.28,117.54,0.0,1.0,110.02,110.77,109.77,110.02,2476800
108,COST,2014-07-30,118.79,119.07,117.44,118.18,0.0,1.0,111.19,111.45,109.92,110.62,2024900
109,COST,2014-07-29,118.93,119.6,118.53,118.9,0.0,1.0,111.32,111.95,110.94,111.29,2544900
110,COST,2014-07-28,117.44,117.66,116.81,117.12,0.0,1.0,109.92,110.13,109.33,109.62,1402600
111,COST,2014-07-25,117.96,118.03,117.07,117.55,0.0,1.0,110.41,110.48,109.58,110.03,1543700
112,COST,2014-07-24,117.5,118.28,117.46,118.14,0.0,1.0,109.98,110.71,109.94,110.58,1347700
113,COST,2014-07-23,117.41,117.76,117.27,117.59,0.0,1.0,109.9,110.22,109.77,110.06,1155200
114,COST,2014-07-22,117.28,118.04,117.1,117.55,0.0,1.0,109.77,110.49,109.61,110.03,1769000
115,COST,2014-07-21,117.43,117.91,116.86,117.04,0.0,1.0,109.92,110.36,109.38,109.55,1334400
116,COST,2014-07-18,117.32,117.8,116.61,117.74,0.0,1.0,109.81,110.26,109.15,110.21,2148600
117,COST,2014-07-17,117.35,117.54,116.58,116.79,0.0,1.0,109.84,110.02,109.12,109.32,1433300
118,COST,2014-07-16,118.09,118.44,117.66,117.85,0.0,1.0,110.53,110.86,110.13,110.31,1531200
119,COST,2014-07-15,118.16,118.25,117.18,117.82,0.0,1.0,110.6,110.68,109.68,110.28,2634200
120,COST,2014-07-14,118.21,118.49,117.3,117.36,0.0,1.0,110.65,110.91,109.79,109.85,1695500
121,COST,2014-07-11,118.13,118.25,117.09,118.01,0.0,1.0,110.57,110.68,109.6,110.46,1684700
122,COST,2014-07-10,117.5,118.64,117.5,118.08,0.0,1.0,109.98,111.05,109.98,110.52,2266400
123,COST,2014-07-09,117.21,117.99,117.11,117.92,0.355,1.0,109.71,110.44,109.62,110.37,2328100
124,COST,2014-07-08,116.45,117.65,116.11,117.46,0.0,1.0,108.67,109.79,108.35,109.61,2584200
125,COST,2014-07-07,116.33,116.49,115.88,116.32,0.0,1.0,108.56,108.71,108.14,108.55,1576900
126,COST,2014-07-03,115.86,116.59,115.8,116.35,0.0,1.0,108.12,108.8,108.06,108.58,976000
127,COST,2014-07-02,115.25,115.91,115.25,115.75,0.0,1.0,107.55,108.17,107.55,108.02,1122200
128,COST,2014-07-01,115.54,115.7,114.9,115.44,0.0,1.0,107.82,107.97,107.22,107.73,1501700
129,COST,2014-06-30,115.62,116.09,115.1,115.16,0.0,1.0,107.9,108.33,107.41,107.47,1386600
130,COST,2014-06-27,115.63,115.75,115.01,115.49,0.0,1.0,107.91,108.02,107.33,107.77,2477300
131,COST,2014-06-26,116.24,116.5,115.28,115.64,0.0,1.0,108.47,108.72,107.58,107.91,1252100
132,COST,2014-06-25,116.0,116.45,115.68,116.27,0.0,1.0,108.25,108.67,107.95,108.5,1188700
133,COST,2014-06-24,115.53,116.51,115.08,116.31,0.0,1.0,107.81,108.73,107.39,108.54,1906600
134,COST,2014-06-23,115.2,115.32,114.51,115.22,0.0,1.0,107.5,107.62,106.86,107.52,1501600
135,COST,2014-06-20,116.65,116.65,115.09,115.36,0.0,1.0,108.86,108.86,107.4,107.65,2958000
136,COST,2014-06-19,116.57,116.58,115.78,116.26,0.0,1.0,108.78,108.79,108.05,108.49,1635800
137,COST,2014-06-18,115.66,116.34,115.07,116.27,0.0,1.0,107.93,108.57,107.38,108.5,2113100
138,COST,2014-06-17,115.4,115.79,115.14,115.45,0.0,1.0,107.69,108.05,107.45,107.74,1505800
139,COST,2014-06-16,115.32,115.46,114.95,115.43,0.0,1.0,107.62,107.75,107.27,107.72,1503100
140,COST,2014-06-13,115.7,115.7,114.67,115.3,0.0,1.0,107.97,107.97,107.01,107.6,1230000
141,COST,2014-06-12,116.13,116.43,115.07,115.44,0.0,1.0,108.37,108.65,107.38,107.73,1423400
142,COST,2014-06-11,116.46,116.94,115.98,116.24,0.0,1.0,108.68,109.13,108.23,108.47,1117100
143,COST,2014-06-10,117.37,117.73,116.9,117.1,0.0,1.0,109.53,109.87,109.09,109.28,1089100
144,COST,2014-06-09,118.21,118.85,117.47,117.78,0.0,1.0,110.31,110.91,109.63,109.91,1623100
145,COST,2014-06-06,117.69,118.24,117.58,118.23,0.0,1.0,109.83,110.34,109.73,110.33,1664800
146,COST,2014-06-05,117.0,117.94,116.72,117.75,0.0,1.0,109.18,110.06,108.92,109.88,2614300
147,COST,2014-06-04,115.29,116.49,115.27,116.31,0.0,1.0,107.59,108.71,107.57,108.54,1293000
148,COST,2014-06-03,115.47,116.0,115.27,115.51,0.0,1.0,107.76,108.25,107.57,107.79,1127400
149,COST,2014-06-02,115.84,116.14,115.54,115.68,0.0,1.0,108.1,108.38,107.82,107.95,1082100
150,COST,2014-05-30,114.61,116.09,114.01,116.02,0.0,1.0,106.95,108.33,106.39,108.27,2622400
151,COST,2014-05-29,114.58,115.19,113.51,114.14,0.0,1.0,106.93,107.49,105.93,106.51,2976700
152,COST,2014-05-28,114.0,114.95,113.96,114.24,0.0,1.0,106.38,107.27,106.34,106.61,2388800
153,COST,2014-05-27,115.0,115.22,113.62,113.87,0.0,1.0,107.32,107.52,106.03,106.26,2583900
154,COST,2014-05-23,115.07,115.15,114.51,114.94,0.0,1.0,107.38,107.46,106.86,107.26,1100300
155,COST,2014-05-22,114.53,115.0,114.4,114.73,0.0,1.0,106.88,107.32,106.76,107.07,1059900
156,COST,2014-05-21,115.1,115.32,114.16,114.52,0.0,1.0,107.41,107.62,106.53,106.87,1712700
157,COST,2014-05-20,115.79,116.11,114.98,115.13,0.0,1.0,108.05,108.35,107.3,107.44,2126900
158,COST,2014-05-19,115.09,116.55,114.87,116.37,0.0,1.0,107.4,108.76,107.2,108.6,2212800
159,COST,2014-05-16,114.58,115.82,114.36,115.61,0.0,1.0,106.93,108.08,106.72,107.89,2145300
160,COST,2014-05-15,114.76,114.8,113.62,114.35,0.0,1.0,107.09,107.13,106.03,106.71,1883200
161,COST,2014-05-14,115.73,116.1,114.86,115.13,0.355,1.0,108.0,108.34,107.19,107.44,1255300
162,COST,2014-05-13,116.32,116.6,116.08,116.29,0.0,1.0,108.22,108.48,107.99,108.19,1229400
163,COST,2014-05-12,115.78,116.91,115.58,116.51,0.0,1.0,107.71,108.76,107.53,108.39,1940500
164,COST,2014-05-09,114.55,115.67,114.3,115.39,0.0,1.0,106.57,107.61,106.34,107.35,1954600
165,COST,2014-05-08,113.08,114.82,112.97,114.73,0.0,1.0,105.2,106.82,105.1,106.74,2556900
166,COST,2014-05-07,112.83,113.09,111.61,111.98,0.0,1.0,104.97,105.21,103.83,104.18,2950600
167,COST,2014-05-06,114.28,114.49,112.77,112.83,0.0,1.0,106.32,106.51,104.91,104.97,1945300
168,COST,2014-05-05,115.06,115.06,113.93,114.49,0.0,1.0,107.04,107.04,105.99,106.51,1398000
169,COST,2014-05-02,116.14,116.14,115.06,115.15,0.0,1.0,108.05,108.05,107.04,107.13,1321100
170,COST,2014-05-01,115.68,116.0,114.94,115.56,0.0,1.0,107.62,107.92,106.93,107.51,1168000
171,COST,2014-04-30,115.04,115.76,114.76,115.68,0.0,1.0,107.02,107.69,106.76,107.62,1633800
172,COST,2014-04-29,115.38,115.95,115.16,115.4,0.0,1.0,107.34,107.87,107.14,107.36,1580300
173,COST,2014-04-28,115.1,116.61,115.1,115.59,0.0,1.0,107.08,108.49,107.08,107.54,3018800
174,COST,2014-04-25,114.85,115.3,114.2,115.01,0.0,1.0,106.85,107.27,106.24,107.0,1721200
175,COST,2014-04-24,114.9,115.31,114.14,115.03,0.0,1.0,106.89,107.28,106.19,107.02,1939300
176,COST,2014-04-23,113.48,114.99,113.33,114.79,0.0,1.0,105.57,106.98,105.43,106.79,1991200
177,COST,2014-04-22,114.0,114.23,113.51,113.56,0.0,1.0,106.06,106.27,105.6,105.65,2315100
178,COST,2014-04-21,113.51,114.1,113.4,114.1,0.0,1.0,105.6,106.15,105.5,106.15,1826800
179,COST,2014-04-17,113.52,114.03,113.12,113.5,0.0,1.0,105.61,106.09,105.24,105.59,1659000
180,COST,2014-04-16,112.8,113.64,112.27,113.49,0.0,1.0,104.94,105.72,104.45,105.58,2455000
181,COST,2014-04-15,112.58,112.96,111.45,112.06,0.0,1.0,104.74,105.09,103.68,104.25,2123700
182,COST,2014-04-14,112.49,113.0,111.53,112.56,0.0,1.0,104.65,105.13,103.76,104.72,2519000
183,COST,2014-04-11,111.44,112.78,111.4,112.08,0.0,1.0,103.68,104.92,103.64,104.27,3097800
184,COST,2014-04-10,114.12,114.44,111.94,112.08,0.0,1.0,106.17,106.47,104.14,104.27,3305100
185,COST,2014-04-09,112.72,113.14,112.11,113.05,0.0,1.0,104.87,105.26,104.3,105.17,2899600
186,COST,2014-04-08,110.56,112.74,110.38,112.66,0.0,1.0,102.86,104.89,102.69,104.81,3863900
187,COST,2014-04-07,110.73,111.13,110.36,110.79,0.0,1.0,103.02,103.39,102.67,103.07,3119400
188,COST,2014-04-04,111.95,112.0,110.63,110.65,0.0,1.0,104.15,104.2,102.92,102.94,2716200
189,COST,2014-04-03,111.74,112.15,111.28,111.7,0.0,1.0,103.95,104.34,103.53,103.92,2328900
190,COST,2014-04-02,111.9,112.01,110.94,111.55,0.0,1.0,104.1,104.21,103.21,103.78,3296800
191,COST,2014-04-01,112.21,112.55,111.51,111.86,0.0,1.0,104.39,104.71,103.74,104.07,2566200
192,COST,2014-03-31,111.94,112.28,111.57,111.68,0.0,1.0,104.14,104.46,103.8,103.9,2119500
193,COST,2014-03-28,112.35,112.78,111.15,111.66,0.0,1.0,104.52,104.93,103.41,103.88,2795500
194,COST,2014-03-27,112.5,112.94,111.82,112.03,0.0,1.0,104.66,105.07,104.03,104.22,2039500
195,COST,2014-03-26,114.28,114.47,112.46,112.49,0.0,1.0,106.32,106.49,104.62,104.65,1905900
196,COST,2014-03-25,113.82,114.46,113.79,113.93,0.0,1.0,105.89,106.49,105.86,105.99,2199400
197,COST,2014-03-24,113.99,114.0,112.89,113.37,0.0,1.0,106.05,106.06,105.02,105.47,2501700
198,COST,2014-03-21,114.41,114.58,113.3,113.83,0.0,1.0,106.44,106.6,105.41,105.9,4442300
199,COST,2014-03-20,112.56,113.22,112.13,113.16,0.0,1.0,104.72,105.33,104.32,105.28,1408200
200,COST,2014-03-19,113.54,114.25,112.46,112.85,0.0,1.0,105.63,106.29,104.62,104.99,1635600
201,COST,2014-03-18,113.9,114.12,113.02,113.85,0.0,1.0,105.96,106.17,105.15,105.92,2501000
202,COST,2014-03-17,114.14,114.46,113.39,113.46,0.0,1.0,106.19,106.49,105.49,105.55,2189200
203,COST,2014-03-14,114.95,114.95,113.32,113.45,0.0,1.0,106.94,106.94,105.43,105.55,2290000
204,COST,2014-03-13,115.66,115.79,114.19,114.41,0.0,1.0,107.6,107.72,106.23,106.44,2519600
205,COST,2014-03-12,114.39,115.62,114.25,115.21,0.0,1.0,106.42,107.56,106.29,107.18,2173400
206,COST,2014-03-11,114.56,114.75,113.92,114.71,0.0,1.0,106.58,106.75,105.98,106.72,2201800
207,COST,2014-03-10,113.21,114.59,113.0,114.59,0.0,1.0,105.32,106.61,105.13,106.61,2319100
208,COST,2014-03-07,113.8,114.01,113.14,113.5,0.0,1.0,105.87,106.07,105.26,105.59,2905600
209,COST,2014-03-06,113.15,114.64,112.27,113.26,0.0,1.0,105.27,106.65,104.45,105.37,8921900
210,COST,2014-03-05,116.57,116.95,115.81,116.47,0.0,1.0,108.45,108.8,107.74,108.36,2305700
211,COST,2014-03-04,116.61,116.91,115.85,116.65,0.0,1.0,108.49,108.76,107.78,108.52,1808300
212,COST,2014-03-03,116.22,117.07,115.11,115.75,0.0,1.0,108.12,108.91,107.09,107.69,1667000
213,COST,2014-02-28,116.5,117.47,115.89,116.8,0.0,1.0,108.38,109.29,107.82,108.66,2103000
214,COST,2014-02-27,116.03,116.42,115.28,116.22,0.0,1.0,107.95,108.31,107.25,108.12,1374400
215,COST,2014-02-26,115.5,116.83,115.37,115.88,0.0,1.0,107.45,108.69,107.33,107.81,1924500
216,COST,2014-02-25,114.0,115.89,114.0,115.46,0.0,1.0,106.06,107.81,106.06,107.42,1920800
217,COST,2014-02-24,113.46,114.81,113.2,113.94,0.0,1.0,105.55,106.81,105.31,106.0,2281900
218,COST,2014-02-21,115.4,115.49,112.92,113.19,0.0,1.0,107.36,107.44,105.05,105.3,3654300
219,COST,2014-02-20,114.57,115.55,113.88,115.06,0.0,1.0,106.59,107.5,105.95,107.04,1837100
220,COST,2014-02-19,115.11,115.3,114.27,114.91,0.0,1.0,107.09,107.27,106.31,106.9,1802600
221,COST,2014-02-18,116.3,116.41,114.92,115.36,0.0,1.0,108.2,108.3,106.91,107.32,2056500
222,COST,2014-02-14,115.16,116.49,114.5,116.1,0.0,1.0,107.14,108.37,106.52,108.01,1517900
223,COST,2014-02-13,114.14,115.93,114.14,115.81,0.0,1.0,106.19,107.85,106.19,107.74,1583300
224,COST,2014-02-12,114.88,115.43,114.3,114.81,0.31,1.0,106.88,107.39,106.34,106.81,1737700
225,COST,2014-02-11,113.91,115.15,113.5,114.99,0.0,1.0,105.69,106.84,105.31,106.69,1768900
226,COST,2014-02-10,114.04,114.1,112.58,113.85,0.0,1.0,105.81,105.86,104.45,105.63,1871700
227,COST,2014-02-07,114.08,114.61,113.38,114.04,0.0,1.0,105.85,106.34,105.2,105.81,2194100
228,COST,2014-02-06,113.01,114.58,113.0,114.26,0.0,1.0,104.85,106.31,104.84,106.01,3738900
229,COST,2014-02-05,110.22,110.8,109.8,110.51,0.0,1.0,102.26,102.8,101.88,102.53,2374200
230,COST,2014-02-04,110.73,111.33,109.5,110.89,0.0,1.0,102.74,103.29,101.6,102.89,2529600
231,COST,2014-02-03,112.96,113.0,110.05,110.18,0.0,1.0,104.81,104.84,102.11,102.23,3111900
232,COST,2014-01-31,111.29,113.28,111.13,112.36,0.0,1.0,103.26,105.1,103.11,104.25,2143600
233,COST,2014-01-30,112.75,113.49,112.09,112.73,0.0,1.0,104.61,105.3,104.0,104.59,1625800
234,COST,2014-01-29,114.05,114.19,112.11,112.23,0.0,1.0,105.82,105.95,104.02,104.13,2356000
235,COST,2014-01-28,113.53,114.76,113.44,114.38,0.0,1.0,105.34,106.48,105.25,106.12,2362100
236,COST,2014-01-27,112.56,113.73,112.03,113.08,0.0,1.0,104.43,105.52,103.94,104.92,3784900
237,COST,2014-01-24,112.69,112.87,111.92,112.13,0.0,1.0,104.56,104.72,103.84,104.04,3183100
238,COST,2014-01-23,113.5,113.53,112.4,112.8,0.0,1.0,105.31,105.34,104.29,104.66,2162300
239,COST,2014-01-22,115.01,115.16,113.69,113.75,0.0,1.0,106.71,106.85,105.48,105.54,2501600
240,COST,2014-01-21,115.61,116.11,114.84,114.93,0.0,1.0,107.27,107.73,106.55,106.63,2110800
241,COST,2014-01-17,115.6,116.61,115.43,116.29,0.0,1.0,107.26,108.19,107.1,107.9,2708100
242,COST,2014-01-16,116.44,116.47,115.3,115.56,0.0,1.0,108.04,108.06,106.98,107.22,1938200
243,COST,2014-01-15,116.07,116.69,115.25,116.24,0.0,1.0,107.69,108.27,106.93,107.85,1847500
244,COST,2014-01-14,115.2,116.83,115.12,116.23,0.0,1.0,106.89,108.4,106.81,107.84,2320600
245,COST,2014-01-13,117.06,117.53,114.58,114.77,0.0,1.0,108.61,109.05,106.31,106.49,3164200
246,COST,2014-01-10,118.2,118.65,116.66,117.85,0.0,1.0,109.67,110.09,108.24,109.34,2790200
247,COST,2014-01-09,116.2,119.1,114.05,118.51,0.0,1.0,107.81,110.5,105.82,109.96,5759400
