seqNo,ticker,txDate,shortVol,totVol
100,COST,2011-05-25,255156,443791
101,COST,2011-05-26,70455,162054
102,COST,2011-05-27,81011,125510
103,COST,2011-05-31,98864,147833
104,COST,2011-06-01,100273,229517
105,COST,2011-06-02,189493,306682
106,COST,2011-06-03,156384,318900
107,COST,2011-06-06,80864,182616
108,COST,2011-06-07,84679,175780
109,COST,2011-06-08,147313,230476
110,COST,2011-06-09,76106,122364
111,COST,2011-06-10,93914,145829
112,COST,2011-06-13,88123,134310
113,COST,2011-06-14,57415,95762
114,COST,2011-06-15,129962,204282
115,COST,2011-06-16,171199,272147
116,COST,2011-06-17,293699,437490
117,COST,2011-06-20,135947,224272
118,COST,2011-06-21,136900,301663
119,COST,2011-06-22,130888,261464
120,COST,2011-06-23,228290,480386
121,COST,2011-06-24,139153,272078
122,COST,2011-06-27,51502,118582
123,COST,2011-06-28,85188,203004
124,COST,2011-06-29,176395,419022
125,COST,2011-06-30,143667,331320
126,COST,2011-07-01,73525,224043
127,COST,2011-07-05,83644,181068
128,COST,2011-07-06,108176,218645
129,COST,2011-07-07,127636,273985
130,COST,2011-07-08,82487,181087
131,COST,2011-07-11,31933,132944
132,COST,2011-07-12,94742,232836
133,COST,2011-07-13,67113,143385
134,COST,2011-07-14,113407,200590
135,COST,2011-07-15,145601,276533
136,COST,2011-07-18,71971,137535
137,COST,2011-07-19,75601,165331
138,COST,2011-07-20,113460,212679
139,COST,2011-07-21,105576,247931
140,COST,2011-07-22,51320,133265
141,COST,2011-07-25,126184,218463
142,COST,2011-07-26,58885,178329
143,COST,2011-07-27,125320,296593
144,COST,2011-07-28,96116,401299
145,COST,2011-07-29,160265,327659
146,COST,2011-08-01,230926,449405
147,COST,2011-08-02,272917,618096
148,COST,2011-08-03,330687,668342
149,COST,2011-08-04,556970,1026493
150,COST,2011-08-05,182700,438358
151,COST,2011-08-08,790825,2054064
152,COST,2011-08-09,226818,653279
153,COST,2011-08-10,311255,669745
154,COST,2011-08-11,276594,512777
155,COST,2011-08-12,286554,424442
156,COST,2011-08-15,186588,274585
157,COST,2011-08-16,233457,357685
158,COST,2011-08-17,366419,564850
159,COST,2011-08-18,371465,664126
160,COST,2011-08-19,271894,389737
161,COST,2011-08-22,258483,427792
162,COST,2011-08-23,314737,602428
163,COST,2011-08-24,205180,317275
164,COST,2011-08-25,169981,262962
165,COST,2011-08-26,163130,295772
166,COST,2011-08-29,155277,371490
167,COST,2011-08-30,142370,216613
168,COST,2011-08-31,166755,303894
169,COST,2011-09-01,288846,432748
170,COST,2011-09-02,265995,385445
171,COST,2011-09-06,161559,219963
172,COST,2011-09-07,143728,185044
173,COST,2011-09-08,183402,260943
174,COST,2011-09-09,150988,213440
175,COST,2011-09-12,141649,195220
176,COST,2011-09-13,196200,292253
177,COST,2011-09-14,168613,284042
178,COST,2011-09-15,133433,231914
