seqNo,ticker,txDate,shortVol,totVol
626,MA,2013-06-28,22410,41015
627,MA,2013-07-01,58553,78001
628,MA,2013-07-02,22301,28756
629,MA,2013-07-03,4520,6989
630,MA,2013-07-05,32899,46269
631,MA,2013-07-08,17900,33717
632,MA,2013-07-09,11812,19836
633,MA,2013-07-10,11871,50837
634,MA,2013-07-11,13945,23863
635,MA,2013-07-12,8503,16981
636,MA,2013-07-15,10514,22814
637,MA,2013-07-16,8562,27693
638,MA,2013-07-17,37484,85749
639,MA,2013-07-18,8465,21485
640,MA,2013-07-19,33739,61474
641,MA,2013-07-22,11032,27921
642,MA,2013-07-23,8865,22514
643,MA,2013-07-24,16178,29550
644,MA,2013-07-25,35170,47862
645,MA,2013-07-26,7300,16380
646,MA,2013-07-29,7749,13806
647,MA,2013-07-30,9811,23579
648,MA,2013-07-31,100433,179283
649,MA,2013-08-01,85950,189523
650,MA,2013-08-02,20571,33993
651,MA,2013-08-05,13955,22494
652,MA,2013-08-06,19440,31160
653,MA,2013-08-07,27630,41145
654,MA,2013-08-08,16841,30736
655,MA,2013-08-09,8172,18974
656,MA,2013-08-12,7408,24834
657,MA,2013-08-13,5805,15905
658,MA,2013-08-14,9421,17744
659,MA,2013-08-15,12901,23252
660,MA,2013-08-16,10800,18700
661,MA,2013-08-19,10415,17766
662,MA,2013-08-20,5025,11114
663,MA,2013-08-21,17576,38658
664,MA,2013-08-22,6848,22228
665,MA,2013-08-23,5900,13082
666,MA,2013-08-26,11331,26031
667,MA,2013-08-27,14162,28224
668,MA,2013-08-28,8896,19070
669,MA,2013-08-29,12353,22806
670,MA,2013-08-30,13077,25661
671,MA,2013-09-03,50084,72836
672,MA,2013-09-04,6200,14704
673,MA,2013-09-05,6998,14430
674,MA,2013-09-06,16644,21744
675,MA,2013-09-09,8000,13857
676,MA,2013-09-10,10250,27743
677,MA,2013-09-11,17465,28568
678,MA,2013-09-12,18929,29631
679,MA,2013-09-13,11691,19470
680,MA,2013-09-16,8853,15153
681,MA,2013-09-17,9895,23988
682,MA,2013-09-18,9766,14042
683,MA,2013-09-19,16837,24909
684,MA,2013-09-20,13129,25474
685,MA,2013-09-23,9067,18720
686,MA,2013-09-24,17050,31469
687,MA,2013-09-25,17110,38930
688,MA,2013-09-26,5575,9656
689,MA,2013-09-27,6177,9887
690,MA,2013-09-30,10185,20940
691,MA,2013-10-01,9839,17395
692,MA,2013-10-02,10163,13863
693,MA,2013-10-03,21184,37804
694,MA,2013-10-04,10400,17050
695,MA,2013-10-07,10136,18946
696,MA,2013-10-08,16866,27007
697,MA,2013-10-09,16099,23939
698,MA,2013-10-10,13140,22017
699,MA,2013-10-11,10910,18555
700,MA,2013-10-14,13473,22802
701,MA,2013-10-15,26109,38455
702,MA,2013-10-16,27159,39141
703,MA,2013-10-17,20325,30036
704,MA,2013-10-18,26384,35215
705,MA,2013-10-21,18406,23832
706,MA,2013-10-22,12798,32313
707,MA,2013-10-23,11246,24440
708,MA,2013-10-24,13235,18653
709,MA,2013-10-25,16155,24387
710,MA,2013-10-28,14457,20822
711,MA,2013-10-29,17823,26373
712,MA,2013-10-30,15554,32379
713,MA,2013-10-31,27407,51218
714,MA,2013-11-01,36793,62044
715,MA,2013-11-04,13669,31423
716,MA,2013-11-05,27582,45932
717,MA,2013-11-06,21111,41843
718,MA,2013-11-07,18579,32261
719,MA,2013-11-08,27632,35807
720,MA,2013-11-11,18207,28316
721,MA,2013-11-12,22265,36329
722,MA,2013-11-13,13477,36657
723,MA,2013-11-14,17036,21036
724,MA,2013-11-15,17984,27989
725,MA,2013-11-18,27686,47012
726,MA,2013-11-19,12603,23699
727,MA,2013-11-20,12197,18897
728,MA,2013-11-21,14385,23485
729,MA,2013-11-22,14778,26483
730,MA,2013-11-25,9105,31964
731,MA,2013-11-26,16988,24488
732,MA,2013-11-27,9193,20785
733,MA,2013-11-29,9977,13785
734,MA,2013-12-02,12562,24079
735,MA,2013-12-03,12701,19572
736,MA,2013-12-04,14733,22003
737,MA,2013-12-05,15408,20290
738,MA,2013-12-06,11826,19553
739,MA,2013-12-09,12143,20377
740,MA,2013-12-10,16835,23302
741,MA,2013-12-11,40737,98692
742,MA,2013-12-12,21122,44634
743,MA,2013-12-13,20331,32437
744,MA,2013-12-16,11320,20448
745,MA,2013-12-17,18110,29946
746,MA,2013-12-18,22323,39181
747,MA,2013-12-19,9291,28015
748,MA,2013-12-20,15244,33641
749,MA,2013-12-23,9266,31806
750,MA,2013-12-24,11116,23563
751,MA,2013-12-26,9074,26418
752,MA,2013-12-27,8800,18854
753,MA,2013-12-30,13490,20790
754,MA,2013-12-31,8958,21058
755,MA,2014-01-02,13737,28537
756,MA,2014-01-03,9905,26592
757,MA,2014-01-06,18702,29524
758,MA,2014-01-07,8147,19390
759,MA,2014-01-08,9933,33293
760,MA,2014-01-09,13520,26224
761,MA,2014-01-10,17233,37085
762,MA,2014-01-13,26878,57912
763,MA,2014-01-14,14101,36338
764,MA,2014-01-15,9184,25564
765,MA,2014-01-16,5755,13930
766,MA,2014-01-17,20858,46141
767,MA,2014-01-21,12299,30836
768,MA,2014-01-22,72881,157287
769,MA,2014-01-23,62070,172184
770,MA,2014-01-24,79886,315669
771,MA,2014-01-27,93693,742650
